price,bedrooms,bathrooms,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,AgeOfHouse,,,
365000,3,1.75,9134,1,0,0,5,880,500,42,,,
1.00E+06,3,2.75,10739,2,0,0,3,2440,630,36,,,
422500,2,1,4046,1,0,0,3,800,0,83,,,
354450,4,2.75,9920,2,0,0,3,2140,0,30,,,
320000,3,1,9540,1,0,0,4,1330,0,52,,,
223000,3,1,9120,1,0,0,3,1030,0,62,,,
410000,3,2.5,4948,2,0,0,3,1740,0,15,,,
438000,3,1,4000,1.5,0,0,4,1200,0,100,,,
390000,3,3,2944,2,0,0,3,960,530,30,,,
298500,4,2.5,5954,2,0,0,3,1890,0,19,,,
749999,5,2.25,13630,2,0,0,3,3060,0,34,,,
779000,6,2.5,12000,1,0,1,3,1800,1450,57,,,
570000,3,2.75,11936,2,0,2,3,1530,1200,45,,,
385000,3,1,4600,1,0,0,3,810,0,105,,,
649000,4,2,11040,1,0,0,5,1120,1120,62,,,
283000,3,1,5247,1,0,0,3,1270,470,76,,,
699900,4,2.25,16236,1,0,0,3,1540,840,62,,,
278500,4,1,8400,1,0,0,3,770,770,52,,,
700000,4,1.75,9100,1,0,0,3,1610,730,48,,,
535000,4,2.75,45963,2,0,0,3,2710,0,28,,,
234500,3,1.75,18400,1,0,0,3,870,440,69,,,
374150,3,1.75,9585,1,0,0,4,1390,0,50,,,
397000,4,2.5,9542,2,0,0,3,2201,0,17,,,
613000,3,2.25,10385,1,0,0,3,1960,0,35,,,
1.15E+06,3,2.5,10474,1,0,0,4,1730,1120,69,,,
595000,4,1.75,4080,1,0,0,3,940,940,99,,,
340000,5,2.75,6858,2,0,0,3,2440,0,20,,,
388000,4,2.5,5800,2,0,0,3,2560,0,18,,,
404000,3,1.75,15210,1,0,0,3,1410,0,73,,,
810000,3,2,6360,1.5,0,1,4,1790,1080,77,,,
405000,4,2.5,9359,2,0,0,3,2620,0,36,,,
726000,5,3,10335,2,0,0,3,2970,0,23,,,
266000,3,2.5,7214,1,0,0,4,1400,380,37,,,
722500,5,2.25,7207,1,0,1,5,1850,1850,53,,,
352000,4,2.5,25002,1,0,0,3,992,260,27,,,
265000,4,1.5,8158,1,0,0,4,1110,130,62,,,
856000,3,2.5,3920,2,0,0,3,2160,0,9,,,
346950,3,2.5,4348,2,0,0,4,2040,0,17,,,
866059,5,3.5,4797,2,0,0,3,2570,560,9,,,
410000,3,2.5,4456,2,0,0,3,2350,0,19,,,
370000,3,1.75,16817,2,0,0,3,1570,0,41,,,
230000,3,1,389126,1.5,0,0,4,1530,0,104,,,
400000,2,2,5010,1,0,0,3,1520,0,24,,,
172000,3,1,9680,1,0,0,4,820,530,64,,,
615000,3,1.75,8480,1,0,0,4,1250,700,61,,,
860000,4,3.5,9600,2,0,0,3,3950,0,25,,,
555000,3,1.75,6000,1,0,0,5,1120,920,65,,,
579000,3,2.5,4040,1.5,0,0,5,1390,600,97,,,
385000,3,1.75,7030,1,0,0,3,1300,0,55,,,
420000,4,2.25,12000,2,0,0,3,2030,0,46,,,
645000,3,1.75,6750,1.5,0,0,5,1620,720,109,,,
549950,3,2.5,6288,2,0,0,3,2160,0,27,,,
678000,3,2.75,10000,1,0,1,5,1640,1130,61,,,
199000,4,2,8120,2,0,0,3,2030,0,73,,,
604000,3,1,13824,1,0,0,4,1440,0,66,,,
268000,5,1.75,10368,1,0,0,5,1010,720,60,,,
960000,5,3.5,16305,2,0,0,3,2820,1690,20,,,
509250,3,2.5,7600,1,0,0,4,1450,650,43,,,
416000,3,2.5,5372,2,0,0,3,1800,0,36,,,
190000,3,1,8520,1,0,0,3,1090,0,56,,,
212000,3,1.5,10000,1,0,0,4,1010,0,50,,,
325900,3,2.5,9765,2,0,0,3,2040,0,38,,,
560000,3,3.5,4088,2,0,0,3,1880,390,27,,,
275000,3,2.5,5799,2,0,0,4,1730,0,36,,,
665000,4,2.5,15411,2,0,2,3,2480,0,29,,,
1.51E+06,4,3.5,7232,2,0,0,3,2580,900,97,,,
375000,4,2,2410,1,0,0,3,970,750,93,,,
359950,3,1.75,6975,1,0,0,3,1040,530,44,,,
340000,4,2.75,7200,2,0,0,3,3527,0,18,,,
401000,2,1,8100,1,0,0,4,840,0,75,,,
669000,2,1.75,10766,1,0,3,4,1160,790,71,,,
638500,4,2.5,6568,2,0,0,3,1980,0,19,,,
545000,2,1.5,3760,2,0,0,5,1170,450,99,,,
524000,4,1,7015,1,0,0,3,1260,720,50,,,
1.61E+06,5,3.75,13260,2,0,0,3,3530,0,10,,,
280000,2,1,4800,1,0,0,3,1100,160,76,,,
828000,4,2.5,10841,1,0,0,4,1500,620,44,,,
223000,3,1.75,10573,1,0,0,4,1360,0,39,,,
1.29E+06,4,3.5,2261,2,0,2,3,2250,850,42,,,
750000,2,2,155130,1,0,0,3,2370,0,53,,,
430000,2,1,9207,1,0,0,3,1210,250,76,,,
711000,4,1.75,10800,1,0,0,5,990,990,75,,,
310000,4,2.5,7014,2,0,0,3,1930,0,29,,,
415000,5,1.75,9140,1,0,0,3,1850,1850,66,,,
274900,4,2.5,6600,2,0,0,3,1970,0,36,,,
525000,3,3,36445,2,0,0,4,2470,0,43,,,
179500,3,1,32214,1,0,0,3,1180,0,71,,,
478000,3,1,2580,1.5,0,0,3,1280,0,113,,,
195000,3,1.75,7350,1,0,0,3,990,390,42,,,
385000,4,3,10925,1,0,0,3,1670,1070,43,,,
401000,3,2.75,9505,1,0,0,3,1260,760,54,,,
522000,4,2.5,6598,2,0,0,3,2835,0,21,,,
330000,4,1.75,14417,1,0,0,4,1520,0,55,,,
503000,3,2.5,4882,2,0,0,3,2190,0,24,,,
175000,5,1.75,8400,1,0,0,4,1680,0,44,,,
963990,4,3.5,6364,2,0,0,3,3915,0,9,,,
845000,5,2,9972,1,0,0,4,1720,0,72,,,
157500,2,1,4500,1,0,0,3,670,0,118,,,
450000,2,3,1709,2,0,0,3,1400,390,22,,,
925000,4,1.75,11793,1,0,4,3,1420,1020,73,,,
600000,2,1,5029,1,0,0,4,920,0,85,,,
709000,4,1,4087,1.5,0,0,3,1680,0,112,,,
1.39E+06,5,3.75,6480,2,0,0,5,2190,1100,85,,,
248000,3,2.5,6840,1,0,0,3,1220,900,39,,,
245000,3,1,6630,1,0,0,4,910,0,111,,,
332000,2,1,4776,1,0,0,4,1000,0,81,,,
459950,3,2.5,4273,2,0,0,3,2340,0,21,,,
425000,3,2,1800,2,0,2,3,1180,0,29,,,
460000,3,2.25,50965,1,0,0,3,1590,490,44,,,
838300,6,2.5,12978,1,0,0,3,2360,1400,56,,,
256000,3,2.5,7200,2,0,0,5,1480,0,28,,,
864000,3,2.75,13554,2,0,0,3,3060,0,39,,,
900000,4,3.5,4440,2,0,0,3,2030,1040,101,,,
145600,3,1,7560,1,0,0,3,1170,0,65,,,
865000,5,3,6730,1,0,0,5,1830,1070,46,,,
250250,3,2.25,8000,2,0,0,4,2210,0,54,,,
162000,4,2,7641,1,0,0,4,1440,0,80,,,
450000,4,1.75,7350,1,0,0,3,1430,550,50,,,
675500,4,2.75,21344,1,0,0,2,1460,600,45,,,
697000,3,2.25,5304,1.5,0,0,5,1640,780,76,,,
1.32E+06,3,3.25,4080,2,0,0,3,2560,880,18,,,
490000,3,1.75,16510,1,0,0,3,1600,0,39,,,
590000,3,2.25,5742,1,0,0,3,1460,750,72,,,
280000,4,1.75,16000,1,0,0,3,1450,800,66,,,
515000,2,1,6500,1,0,0,4,1140,540,82,,,
576000,3,1,5395,1,0,0,4,1010,130,114,,,
375000,3,1.75,10574,2,0,0,3,1430,0,42,,,
478000,3,1,7107,1,0,0,4,1000,440,43,,,
282000,3,1,5200,1,0,0,5,1030,640,46,,,
1.40E+06,4,4.5,10550,2,0,3,3,1940,1140,47,,,
593500,5,3.25,50405,2,0,0,3,3220,1080,51,,,
724950,4,3.5,174240,2,0,0,3,3010,0,19,,,
306000,3,1.75,7500,1,0,0,4,1560,0,57,,,
341000,4,1.75,7665,1,0,0,4,1500,420,48,,,
399950,3,2.5,4400,1,0,0,3,1400,0,93,,,
534000,5,2,3600,2,0,0,3,2280,0,31,,,
635000,6,2.5,5700,2,0,0,3,3880,0,20,,,
350000,2,1,3880,1,0,0,3,950,400,96,,,
856000,3,1.5,2700,1.5,0,0,3,1480,0,95,,,
582000,4,3,1189,3,0,0,3,1427,243,23,,,
799000,4,2.5,6742,2,0,0,3,3400,0,19,,,
423700,3,2.5,3986,2,0,0,3,2070,0,24,,,
1.84E+06,4,3.5,39190,2,0,0,3,4870,0,28,,,
322000,3,2,43575,1,0,0,3,1160,600,35,,,
929000,4,3.25,57499,2,0,0,3,4030,0,21,,,
443000,2,1,5413,1,0,0,3,880,250,84,,,
441500,3,1.75,7700,1,0,0,3,1510,0,55,,,
875000,4,3.5,108464,2,0,2,4,3110,0,44,,,
3.60E+06,3,3.25,12431,2,1,4,3,3420,1600,82,,,
450000,2,1,5100,1,0,0,4,740,0,76,,,
425000,3,2.25,10500,1,0,0,3,1100,530,49,,,
660000,4,1.75,9900,2,0,0,4,2780,0,45,,,
763101,3,1.75,5560,1,0,0,4,1100,890,84,,,
499000,4,2.75,14149,2,0,0,3,2250,0,31,,,
521000,3,1.75,37363,1,0,0,4,1350,370,49,,,
302000,2,1,423838,1,0,2,5,900,0,98,,,
293000,4,2.25,6260,2,0,0,3,2360,0,25,,,
335000,3,2.25,4580,2,0,0,3,1530,0,12,,,
499000,2,1,3090,2,0,0,3,1450,0,104,,,
600000,3,1.75,5000,1.5,0,0,3,1780,260,99,,,
720000,4,1.75,11041,1.5,0,0,4,2620,0,61,,,
195000,2,2,2553,2,0,0,3,1180,0,18,,,
249000,3,1,8423,1,0,0,3,1110,0,71,,,
334000,3,2.25,9781,2,0,0,3,1840,0,34,,,
599950,4,1.75,7810,1,0,0,3,1510,1210,71,,,
149900,2,1.75,1950,1,0,0,4,1090,0,41,,,
700000,4,1.75,6500,1,0,0,3,1250,480,78,,,
525000,4,1.5,6240,1,0,0,4,1170,0,63,,,
1.05E+06,4,3.75,126759,2,0,0,4,4740,0,32,,,
402000,3,2.5,8000,1,0,0,4,1290,670,46,,,
450000,3,2,3480,1,0,0,3,980,450,76,,,
520000,3,2.25,43995,2,0,0,3,2510,0,42,,,
205000,3,1.75,6980,1,0,0,5,820,600,43,,,
635000,3,2.25,175982,1,0,0,3,2680,0,19,,,
210500,3,1,9600,1,0,0,5,1220,0,65,,,
406650,2,1,6100,1,0,0,3,1070,0,83,,,
350000,3,1.75,19998,1,0,0,4,1580,0,55,,,
425000,4,1.75,6000,1,0,0,3,930,890,81,,,
798000,3,3.5,6402,2,0,0,3,3590,0,24,,,
180000,3,1,9583,2,0,0,2,1960,0,115,,,
1.25E+06,5,3.25,13238,2,0,0,5,3160,0,51,,,
435000,4,2,4033,2,0,0,4,1630,400,98,,,
355000,3,1.5,15867,1,0,0,3,1240,0,61,,,
3.00E+06,5,3.25,14091,2,0,0,3,3850,1520,105,,,
685000,5,2.5,14455,2,0,0,5,2670,0,65,,,
311000,3,1,12060,1,0,0,4,1640,0,63,,,
305000,4,2.25,9600,1,0,0,4,2130,0,57,,,
675000,3,2.5,4954,1.5,0,0,4,1850,700,99,,,
769000,4,2.75,15405,1,0,2,4,1850,1780,55,,,
430000,3,1.5,9708,1.5,0,0,5,1690,0,69,,,
516250,6,2,8660,1.5,0,0,4,2390,0,98,,,
760000,3,3.5,10739,1,0,2,5,1340,1010,83,,,
579950,3,3.5,1217,2,0,0,3,1180,240,20,,,
476000,3,2.25,7187,1,0,0,4,1170,400,43,,,
510000,3,1.75,19200,1,0,0,4,1600,0,56,,,
205000,2,1,5040,1,0,0,3,720,0,68,,,
240000,3,1,7350,1,0,0,3,1470,0,54,,,
738000,5,3.5,16952,2,0,2,3,1970,820,32,,,
420000,3,1.75,8102,1,0,0,5,860,860,83,,,
455000,3,1.75,9600,1,0,0,4,1300,0,54,,,
765000,4,1,5500,1.5,0,0,5,1820,700,111,,,
372000,4,1.5,7914,1.5,0,0,4,1780,0,61,,,
160000,3,1,8360,1,0,0,2,1200,0,75,,,
772000,4,2.5,9643,2,0,0,3,2990,0,20,,,
1.13E+06,5,1.75,5640,2,0,0,4,1910,0,117,,,
479000,3,1,3000,1.5,0,0,3,1370,0,99,,,
570000,3,2.5,4941,2,0,0,3,1910,0,24,,,
350000,4,1,8147,1.5,0,0,3,1170,0,64,,,
353000,3,2.5,864,3,0,0,3,1250,0,19,,,
699000,5,2.5,24755,2,0,0,3,3340,0,21,,,
265000,3,2,8536,2,0,0,4,1380,0,68,,,
167000,1,1,10235,1.5,0,0,3,780,0,34,,,
500000,4,2.25,8000,1,0,0,3,1390,690,59,,,
700000,3,1,7200,2,0,0,4,1410,0,122,,,
295000,1,1,5600,1,0,0,3,520,0,105,,,
1.01E+06,4,3.5,4080,2,0,2,3,2590,910,19,,,
209000,2,1,5265,1,0,0,5,840,0,54,,,
276000,3,1.75,9200,1,0,0,4,1440,800,55,,,
380000,4,2.5,5857,2,0,0,3,2100,0,21,,,
315000,3,1.5,12500,1,0,0,3,1150,600,69,,,
685530,4,2.5,60467,2,0,0,3,3130,0,27,,,
254600,3,2,20000,1,0,0,4,1470,0,55,,,
230000,3,2,5600,1,0,0,4,720,720,81,,,
335000,3,3,1249,3,0,0,3,1430,0,20,,,
550000,4,2.5,9600,1,0,0,3,1460,710,43,,,
123300,3,1,8050,1.5,0,0,4,1150,0,67,,,
275436,4,2.75,9658,1.5,0,0,3,2170,0,57,,,
325000,4,3.5,3435,1.5,0,3,3,1640,990,39,,,
635000,4,2.5,40608,2,0,0,3,2490,0,26,,,
513000,3,1.75,5000,1,0,0,4,1110,600,79,,,
580000,4,2.5,35752,1,0,0,3,1490,640,43,,,
225000,3,1,9272,1,0,0,3,940,0,69,,,
265000,3,1,9460,1,0,0,3,1060,340,62,,,
313000,4,1.75,3000,1,0,0,3,930,700,45,,,
296000,2,1,8400,1,0,0,3,1370,0,75,,,
655500,4,2.75,15800,1,0,0,3,1680,700,66,,,
250750,5,1.75,12058,1,0,0,4,2140,0,72,,,
438000,4,2.5,8545,2,0,0,3,1970,0,19,,,
590000,3,2.75,54014,2,0,0,4,1980,570,56,,,
329500,3,1,5250,1,0,0,4,1080,0,76,,,
1.20E+06,3,2.25,9645,2,0,0,3,2110,960,36,,,
415000,2,1,6000,1,0,0,3,900,570,79,,,
900000,4,2.5,42580,2,0,0,3,3620,0,39,,,
378000,3,1.5,57499,1,0,0,3,1050,0,48,,,
474000,2,1,403365,1,0,3,5,1050,0,118,,,
464000,3,1,3625,2,0,0,3,1320,0,123,,,
310000,3,1,7649,1,0,0,4,1210,0,67,,,
580000,3,1.5,7190,2,0,1,5,1860,0,71,,,
999000,3,2.75,505166,1,1,3,4,1830,1000,61,,,
510000,2,1,6480,1,0,0,5,810,0,81,,,
650000,3,1.5,7475,1,0,1,3,1160,470,83,,,
196000,3,1,19600,1,0,0,4,880,0,45,,,
220000,4,1.75,11664,1,0,0,3,1010,650,71,,,
855000,3,2.25,10628,2,0,2,3,3440,0,38,,,
483000,3,1.75,10454,1,0,0,4,1440,670,45,,,
400000,3,1,12000,1,0,0,3,1060,0,71,,,
435000,3,2.5,7984,2,0,0,3,1900,0,30,,,
219500,1,1,1060,1,0,0,3,760,60,16,,,
2.95E+06,4,3.5,23885,2,0,0,3,4860,0,27,,,
427000,3,2.5,3218,3,0,0,3,2050,0,15,,,
430000,2,1.5,4013,1.5,0,0,3,1090,0,123,,,
685000,2,1.5,4013,1.5,0,0,3,1090,0,123,,,
495000,2,1.5,6250,1,0,0,3,1060,860,86,,,
299950,3,2.5,7942,2,0,0,3,1870,0,33,,,
390000,4,1.75,46609,1.5,0,0,3,2690,0,83,,,
385000,3,1.75,5863,1.5,0,0,4,1260,900,95,,,
740000,4,2.5,10392,2,0,0,3,3000,0,28,,,
991700,4,3,2350,2,0,1,3,1610,680,99,,,
765000,3,2.75,9600,2.5,0,0,4,1830,420,114,,,
802000,4,2.25,8734,2,0,2,4,2130,0,62,,,
950000,4,2.75,20000,1,0,0,4,1700,800,54,,,
392000,4,2.5,41167,2,0,0,3,2300,0,35,,,
590000,3,2.5,218235,1,0,0,3,3360,0,34,,,
425000,4,2.5,9000,2,0,0,2,1920,0,34,,,
765000,5,1.75,15143,1.5,0,4,4,1740,700,79,,,
313500,3,2.25,3488,2,0,0,4,1440,0,40,,,
320000,3,1,6840,2,0,0,4,1780,0,76,,,
604000,4,1.75,4485,1,0,0,3,1350,140,63,,,
570000,3,2,1657,2,0,0,3,1060,340,19,,,
639000,4,2.5,12028,2,0,0,4,2150,0,41,,,
335000,4,2,10200,1,0,0,4,1910,0,60,,,
896000,4,1.75,3520,2,0,0,4,2080,580,106,,,
259500,3,1.75,12349,1,0,0,3,1650,0,66,,,
637000,3,2,6000,1,0,0,4,1380,600,65,,,
307450,4,2.75,8874,1,0,0,3,1370,1320,43,,,
535000,3,1.75,3561,1,0,0,4,860,520,98,,,
669500,4,2.25,4046,1.5,0,0,4,1520,980,83,,,
259000,3,1.75,7148,1,0,0,3,1590,0,71,,,
441000,4,1.5,3300,1,0,0,1,1100,0,104,,,
228800,4,2.5,1612,2,0,0,3,980,490,20,,,
530000,2,2,4950,1,0,0,3,1680,0,17,,,
524000,2,2,2272,1,0,0,4,750,700,99,,,
430000,4,2.25,4840,1.5,0,0,5,1200,820,98,,,
1.33E+06,4,3.25,4760,1.5,0,0,5,1890,580,117,,,
210000,3,1,12201,1,0,0,3,1230,0,54,,,
449000,4,2.5,5040,1,0,0,3,1230,620,93,,,
945000,2,2.5,7089,2,0,0,3,2540,0,19,,,
200450,3,1,9130,1,0,0,3,970,0,66,,,
219950,3,1.5,6601,1,0,0,3,1070,0,38,,,
659500,4,3,18362,1,0,0,4,1870,750,67,,,
746000,4,2.75,8190,1.5,0,0,5,2110,0,57,,,
540000,3,1.75,7129,1,0,0,3,1280,830,41,,,
485000,5,2,5508,1,0,0,3,1020,890,55,,,
202000,2,1,7844,1,0,0,3,670,0,81,,,
2.53E+06,4,5.5,45100,1,0,0,4,4310,2620,73,,,
502000,3,2.75,11200,1,0,0,3,1360,650,44,,,
279000,2,2.75,10534,1,0,0,3,1210,560,20,,,
409500,3,1,4120,1,0,0,4,1040,300,102,,,
453000,3,2,15050,1,0,0,3,1260,400,40,,,
367000,4,1,5500,1.5,0,0,3,1820,0,76,,,
550000,3,2.5,5400,2,0,0,3,2510,0,31,,,
273500,3,1.5,8314,1,0,0,3,1560,0,61,,,
505000,4,3,7400,1,0,0,3,1340,940,45,,,
770000,3,2.5,40705,2,0,0,3,2650,0,29,,,
565000,4,2.25,7447,2,0,0,3,2470,0,39,,,
316000,3,0.75,10092,1,0,0,5,1270,0,52,,,
160000,4,1,7298,1.5,0,0,3,1520,0,63,,,
170000,3,1,9529,1,0,0,3,1310,0,67,,,
235000,3,1,9529,1,0,0,3,1310,0,67,,,
1.80E+06,4,3.5,39098,2,0,0,3,3930,0,24,,,
310000,3,1,7050,1,0,0,3,990,0,56,,,
285000,4,1.75,13629,1,0,0,4,1040,1040,68,,,
280000,2,1,4920,1,0,0,3,960,0,81,,,
2.30E+06,4,4.25,13860,2,0,3,3,4070,0,19,,,
763776,4,2.5,16139,2,0,0,3,2750,0,34,,,
530000,5,2.75,13572,1,0,2,3,1880,1350,58,,,
362000,1,1,211576,1.5,0,0,3,890,0,27,,,
430000,2,1,4920,1,0,0,3,990,0,92,,,
456500,3,1,3880,1.5,0,0,4,1290,0,104,,,
445000,4,2.5,5257,2,0,0,3,2170,0,34,,,
386900,3,1,10500,1,0,0,3,960,370,60,,,
479000,3,1,13750,1,0,0,4,1340,0,68,,,
525000,3,2.5,4544,2,0,0,3,2200,0,23,,,
272000,4,1.75,10890,1,0,0,3,1260,1260,44,,,
517000,4,1,13500,1.5,0,0,3,1180,0,73,,,
615000,3,1.75,7800,1,0,0,4,1330,1330,72,,,
439000,3,1.75,7030,1,0,0,3,1250,0,58,,,
716000,3,2.5,7866,1,0,0,4,2270,0,35,,,
308000,2,1,6250,1,0,2,4,1080,0,81,,,
800000,3,2.25,4500,2,0,0,4,1620,0,97,,,
575000,3,2,5000,1,0,0,3,880,60,82,,,
219950,3,1.5,9310,1,0,0,4,1620,0,56,,,
770000,4,2.5,8001,2,0,0,4,2350,0,36,,,
424950,3,1.75,7505,1,0,0,3,2090,0,56,,,
387000,3,2.25,45133,2,0,0,3,1760,0,39,,,
790000,4,1.75,10920,1,0,3,3,1450,600,49,,,
156000,2,1,4000,1,0,0,3,600,0,90,,,
580000,2,1,7000,1,0,0,5,1320,1220,81,,,
490000,4,2.25,10869,2,0,0,3,2090,0,53,,,
950000,5,3.25,3650,2,0,2,3,2070,630,97,,,
400000,2,2.5,1281,2,0,0,3,1090,320,15,,,
325000,2,2.5,1638,2,0,0,3,1170,0,15,,,
365000,4,2.5,6688,2,0,0,3,2540,0,21,,,
255000,3,1.75,6000,1.5,0,0,4,2190,0,103,,,
985000,5,3.5,13261,2,0,1,3,2870,1020,39,,,
595000,4,2.5,10722,1,0,0,3,1100,930,56,,,
427500,3,1,7085,1,0,0,5,1350,0,79,,,
728000,3,1.5,4000,1.5,0,0,3,1310,630,108,,,
549950,2,1,4000,1,0,0,3,1000,260,83,,,
650000,3,2,10501,1,0,0,3,1400,1400,69,,,
1.13E+06,5,3.25,13394,1,0,2,4,2230,850,55,,,
203000,3,1,6500,1,0,0,5,840,0,54,,,
311000,2,1,3300,1,0,0,5,860,0,120,,,
387500,6,2,7684,1,0,0,3,1200,1200,91,,,
370000,4,2,7200,1,0,0,3,1640,0,60,,,
228000,2,1,6100,1,0,0,3,1060,0,72,,,
740000,2,1.75,4800,1,0,0,5,1080,1000,100,,,
200000,4,2,6630,1,0,0,3,1070,1020,49,,,
660000,3,1,3500,1,0,0,4,1240,0,96,,,
275000,4,2,8426,2,0,0,3,2030,0,79,,,
708000,2,1,5250,1,0,0,3,950,170,85,,,
280000,3,2.5,9675,2,0,0,3,1270,0,30,,,
325000,4,2.5,5702,2,0,0,3,2260,0,21,,,
495000,3,2.5,47480,2,0,0,3,1780,0,28,,,
691000,2,2,3810,1.5,0,0,3,980,800,101,,,
2.29E+06,4,2.5,18362,2,0,2,4,4080,0,40,,,
329500,3,2.5,22482,1,0,0,5,1360,760,44,,,
348000,3,2.5,7458,2,0,0,3,2060,0,34,,,
425000,2,1,6212,1,0,0,4,1670,0,76,,,
210000,3,1,21043,1,0,0,3,1080,0,81,,,
285000,2,1,4895,1,0,0,3,710,500,72,,,
222000,3,1,8840,1,0,0,3,990,0,57,,,
200000,4,2.5,9600,1,0,0,3,1120,600,62,,,
247500,3,2,8749,1,0,0,3,1530,0,28,,,
1.50E+06,4,5.5,217374,1,0,0,3,5400,1150,17,,,
190000,3,1.75,9452,1,0,0,3,1100,0,81,,,
975000,4,2.5,4950,1.5,0,0,4,2020,1000,102,,,
1.13E+06,4,3,4649,2,0,0,4,2070,1110,98,,,
283200,4,1.75,12540,1,0,0,4,1130,700,65,,,
650000,3,2.5,8073,1,0,0,4,1880,660,86,,,
449500,3,2,6610,1,0,0,4,960,810,69,,,
400000,3,1.75,6682,1,0,0,3,1470,0,36,,,
89950,1,1,4080,1,0,0,3,570,0,81,,,
158800,3,1,8291,1,0,0,3,960,0,73,,,
870000,4,3,7108,2,0,1,3,2220,720,12,,,
196000,3,1.5,18568,1,0,0,3,1000,0,34,,,
850000,3,1.75,8603,1,0,0,5,1340,1110,83,,,
775000,4,2.5,5101,2,0,0,3,3310,0,18,,,
483500,3,2.5,4308,2,0,0,3,1670,0,22,,,
387000,3,1.5,21929,2,0,0,3,1620,0,33,,,
900000,3,3,30869,2,0,0,3,2990,0,72,,,
336000,3,1.5,5000,1,0,2,3,1240,0,59,,,
415000,2,1,6000,1,0,0,5,670,0,74,,,
380000,0,0,979,3,0,2,3,1470,0,17,,,
350000,3,1.5,4400,1,0,0,3,1320,0,114,,,
1.32E+06,4,5.25,10369,2,0,0,3,6110,0,18,,,
765000,3,1.75,5800,1,0,3,4,1320,1120,78,,,
527000,4,2.5,6736,2,0,0,3,2900,0,10,,,
524000,4,2.75,5000,1.5,0,0,5,1480,830,115,,,
448000,2,1,5413,1,0,0,3,890,220,86,,,
775000,4,3.25,241322,2,0,0,3,2500,1600,42,,,
176500,3,1,9900,1.5,0,0,4,930,0,113,,,
750000,4,2.25,11120,1,0,2,4,1620,800,71,,,
1.27E+06,4,2.25,6000,1,0,0,5,1730,1140,72,,,
250000,3,1,6750,1,0,0,3,1480,0,65,,,
759000,3,2.75,6390,1.5,0,2,5,1960,0,123,,,
640000,3,2,4640,1.5,0,0,4,1470,0,97,,,
990000,3,3.25,4182,2,0,0,5,2100,360,113,,,
395000,4,1.75,7945,1,0,0,4,980,980,77,,,
275000,2,1.5,1103,2,0,0,3,890,270,17,,,
390000,3,2.5,4755,2,0,0,3,1910,0,26,,,
752500,5,2.75,4680,1.5,0,0,4,1710,1010,110,,,
450000,2,1,5000,1.5,0,0,4,1020,0,117,,,
473000,2,1,5100,1,0,0,4,900,0,114,,,
178500,3,1.75,10450,1,0,0,3,1120,0,50,,,
485000,3,2.5,59058,1,0,0,3,2340,0,38,,,
215000,3,1.5,8415,1,0,0,4,780,630,41,,,
589000,4,1.75,4862,1,0,0,5,1060,860,104,,,
325000,4,1.75,9993,1,0,0,3,1370,0,105,,,
580000,3,2.5,1937,2.5,0,0,3,1590,0,19,,,
181100,4,1.75,7500,1,0,0,3,1850,0,69,,,
345000,3,2,4200,1,0,0,4,830,600,115,,,
781000,3,1.75,8729,1,0,0,3,1460,480,63,,,
402500,4,1,3630,1.5,0,0,3,1270,0,120,,,
426000,3,1.5,7200,1,0,0,3,1080,300,75,,,
389000,3,2.5,4515,2,0,0,3,1720,0,18,,,
670000,6,3,36171,2,0,0,4,2620,1430,53,,,
1.51E+06,4,3.25,5800,2.5,0,0,3,3360,300,114,,,
288400,3,2.25,3230,2,0,0,3,1870,0,26,,,
700000,4,2,4635,1.5,0,0,5,1510,720,115,,,
830000,4,3,6000,1,0,0,3,1220,800,55,,,
1.90E+06,2,2.75,32044,2,1,4,3,3690,0,34,,,
350500,2,1,6380,1,0,0,3,1450,0,56,,,
431000,3,1.75,9000,1,0,0,4,1630,0,67,,,
485000,3,2.5,8250,1,0,1,3,1340,500,65,,,
780000,3,1.5,7500,1,0,2,4,1620,0,74,,,
720000,2,1.5,9000,1,0,2,3,1340,500,66,,,
415000,3,1,73616,1,0,0,3,1360,0,52,,,
480000,4,1,5500,1,0,0,3,1040,1040,82,,,
452250,4,2.25,10000,1,0,0,4,1560,990,44,,,
316000,3,2.5,8170,2,0,0,3,2550,0,38,,,
700000,2,1,17635,1,1,4,3,1160,0,78,,,
285000,4,2,5500,1,0,1,3,780,980,98,,,
575000,3,1.75,4050,1,0,0,5,860,860,117,,,
590000,3,2.25,12430,1,0,2,4,1580,720,63,,,
587500,4,1.75,20868,1,0,2,3,1600,900,67,,,
364000,4,2.25,10270,1.5,0,0,4,1750,0,55,,,
490000,3,2.5,10190,2,0,0,3,1890,0,37,,,
410000,3,2.25,36704,1,0,0,4,1360,440,45,,,
520000,3,2.5,4297,2,0,0,3,2160,0,24,,,
389000,3,1,6591,1,0,0,4,1380,0,76,,,
450000,2,1,6000,1,0,0,3,1180,0,113,,,
325000,3,2.5,4240,2,0,0,3,2550,0,17,,,
660000,2,1,5000,1,0,0,3,1070,0,99,,,
850000,3,2.25,8170,2,0,0,3,2250,620,28,,,
285000,3,2.5,9874,2,0,0,3,1940,0,33,,,
395000,2,1,3121,1,0,0,4,870,0,100,,,
440000,3,2,2401,2,0,0,3,1550,0,27,,,
249000,3,1.75,5648,1.5,0,0,5,1400,0,106,,,
